,relevancy,score
9883,0.9768172,4
9884,0.93165284,4
9885,0.99044436,3
9886,0.9962464,3
9887,0.9954822,3
9888,0.6996889,2
9889,0.9744297,2
9890,0.59343696,3
9891,0.8279642,3
9892,0.98270035,2
9893,0.8865304,5
9894,0.93094224,1
9895,0.8870627,1
9896,0.9939805,2
9897,0.982523,2
9898,0.61678237,3
9899,0.6022997,3
9900,0.86178726,3
9901,0.91442466,3
9902,0.6103005,4
9903,0.6518167,3
9904,0.9669865,2
9905,0.72642994,2
9906,0.43515036,2
9907,0.5893699,3
9908,0.8512896,2
9909,0.53116053,2
9910,0.956472,2
9911,0.99210644,2
9912,0.98747605,4
9913,0.9760248,2
9914,0.5884661,3
9915,0.6698408,4
9916,0.7655797,2
9917,0.99090487,1
9918,0.69549125,3
9919,0.7505061,3
9920,0.99637634,3
9921,0.99248165,3
9922,0.99452734,2
9923,0.9466804,4
9924,0.8839853,3
9925,0.9832881,2
9926,0.99736404,3
9927,0.76310194,3
9928,0.99710745,3
9929,0.9944746,4
9930,0.51007515,4
9931,0.6930115,3
9932,0.8717812,2
9933,0.88871294,3
9934,0.995795,3
9935,0.91843444,3
9936,0.6504915,1
9937,0.99303573,3
9938,0.99505275,2
9939,0.7377185,5
9940,0.9911003,1
9941,0.5901286,3
9942,0.99376124,3
9943,0.6263954,2
9944,0.88901174,3
9945,0.6608662,2
9946,0.58444613,3
9947,0.99637455,4
9948,0.9934784,3
9949,0.9902277,2
9950,0.983039,3
9951,0.54609174,3
9952,0.9032305,3
9953,0.9946257,2
9954,0.9900496,1
9955,0.9892526,2
9956,0.9922007,4
9957,0.9627593,3
9958,0.8436951,3
9959,0.9908767,1
9960,0.757228,6
9961,0.9856844,4
9962,0.9406613,2
9963,0.915568,3
9964,0.46208945,5
9965,0.99218047,2
9966,0.996039,4
9967,0.9565266,4
9968,0.99676645,4
9969,0.38814873,2
9970,0.73498213,4
9971,0.9939069,3
9972,0.99409175,3
9973,0.64962333,3
9974,0.98885506,4
9975,0.6637744,5
9976,0.9900004,3
9977,0.9886641,5
9978,0.81259394,1
9979,0.99472123,1
9980,0.6509766,4
9981,0.81138337,3
9982,0.64308023,4
9983,0.94709843,4
9984,0.9787336,3
9985,0.51018316,1
9986,0.9975219,5
9987,0.8275416,5
9988,0.5536815,3
9989,0.96376354,5
9990,0.72010654,3
9991,0.58486104,3
9992,0.83839464,4
9993,0.9911654,1
9994,0.48220152,5
9995,0.9965143,3
9996,0.6532804,3
9997,0.97665614,4
9998,0.96650356,3
9999,0.99657637,3
10000,0.9880513,2
10001,0.6560343,5
10002,0.9895389,3
10003,0.9911183,2
10004,0.77206534,1
10005,0.99250895,3
10006,0.9892779,2
10007,0.9945432,2
10008,0.45005846,2
10009,0.9974878,4
10010,0.9945106,4
10011,0.99145526,1
10012,0.39278024,3
10013,0.99031204,1
10014,0.9965445,2
10015,0.9958522,1
10016,0.996568,4
10017,0.6415548,3
10018,0.6686639,4
10019,0.99207044,2
10020,0.995887,4
10021,0.8860037,3
10022,0.97457796,3
10023,0.99309254,2
10024,0.85231155,3
10025,0.8620055,2
10026,0.7102129,3
10027,0.75490093,2
10028,0.84354025,4
10029,0.8901181,4
10030,0.99171567,1
10031,0.62469625,4
10032,0.9830986,2
10033,0.6082814,4
10034,0.85533845,3
10035,0.98959005,2
10036,0.85810274,3
10037,0.46765074,2
10038,0.75975114,3
10039,0.9829061,3
10040,0.93043846,2
10041,0.56048244,1
10042,0.9948613,4
10043,0.75209266,3
10044,0.7781581,4
10045,0.47440493,4
10046,0.9960044,4
10047,0.97431207,5
10048,0.9966026,3
10049,0.99446464,3
10050,0.6387044,4
10051,0.73151404,2
10052,0.65671647,3
10053,0.9890639,2
10054,0.99278647,1
10055,0.7652524,3
10056,0.69725287,4
10057,0.5952479,3
10058,0.8625479,3
10059,0.9799075,1
10060,0.7665778,3
10061,0.77080274,3
10062,0.7316402,1
10063,0.98398453,3
10064,0.9430876,3
10065,0.7149227,5
10066,0.99468255,4
10067,0.95907754,2
10068,0.82758695,4
10069,0.99432176,5
10070,0.6380868,1
10071,0.9908808,1
10072,0.9960462,1
10073,0.99620885,4
10074,0.9529545,4
10075,0.90396404,2
10076,0.7762551,2
10077,0.98615456,4
10078,0.7762257,4
10079,0.7171003,4
10080,0.99340713,3
10081,0.8908617,4
10082,0.40791088,2
10083,0.56367886,3
10084,0.65883243,5
10085,0.86852986,2
10086,0.99439913,3
10087,0.99746114,5
10088,0.6472268,2
10089,0.99106306,2
10090,0.60620785,3
10091,0.41820136,3
10092,0.6204207,4
10093,0.530983,2
10094,0.8173146,3
10095,0.7356096,3
10096,0.99505216,3
10097,0.99245644,1
10098,0.78102547,3
10099,0.9904545,2
10100,0.75450075,1
10101,0.9930654,2
10102,0.9963574,4
10103,0.54068303,2
10104,0.9738216,4
10105,0.9102066,4
10106,0.6724933,4
10107,0.9894804,2
10108,0.97880393,1
10109,0.81758726,4
10110,0.8908928,2
10111,0.6956245,4
10112,0.96193177,3
10113,0.8212135,3
10114,0.99448895,1
10115,0.6311486,2
10116,0.66946703,4
10117,0.9819331,2
10118,0.7773012,3
10119,0.56525975,3
10120,0.990401,2
10121,0.8780349,2
10122,0.78468025,3
10123,0.7638349,1
10124,0.99447477,2
10125,0.9916256,2
10126,0.7862839,5
10127,0.99334383,2
10128,0.76703316,2
10129,0.9956006,4
10130,0.7873281,3
10131,0.9950748,4
10132,0.5012118,3
10133,0.80072796,2
10134,0.9895714,2
10135,0.9849913,3
10136,0.65018564,3
10137,0.9378509,3
10138,0.948279,3
10139,0.46129954,3
10140,0.72259015,4
10141,0.9961226,3
10142,0.98752093,4
10143,0.9454111,3
10144,0.63877183,2
10145,0.6396087,3
10146,0.7692634,4
10147,0.99358165,3
10148,0.9935308,3
10149,0.88127154,2
10150,0.99184346,2
10151,0.8259566,4
10152,0.5742401,4
10153,0.6923771,4
10154,0.82483023,2
10155,0.9968012,4
10156,0.95477915,2
10157,0.8202696,2
10158,0.9769747,3
10159,0.9934047,3
10160,0.6012137,4
10161,0.7461645,4
10162,0.9962461,3
10163,0.6475982,5
10164,0.9936708,3
10165,0.9927384,3
10166,0.99620867,4
10167,0.95539457,3
10168,0.99382734,3
10169,0.98436266,4
10170,0.99541634,3
10171,0.8883341,3
10172,0.7442065,3
10173,0.9635617,2
10174,0.78193504,6
10175,0.9970886,4
10176,0.91774315,5
10177,0.9944801,3
10178,0.9521077,3
10179,0.9949192,4
10180,0.5062558,4
10181,0.9936336,2
10182,0.57339704,2
10183,0.8731601,5
10184,0.9958273,3
10185,0.9925976,2
10186,0.99548095,3
10187,0.99514306,4
10188,0.9751387,3
10189,0.9929296,3
10190,0.9329667,3
10191,0.79815274,3
10192,0.99601823,3
10193,0.81339234,3
10194,0.9954628,3
10195,0.93646866,4
10196,0.9823839,3
10197,0.9747002,4
10198,0.9909725,4
10199,0.51438844,2
10200,0.9894482,2
10201,0.9902011,2
10202,0.8086666,4
10203,0.99552065,2
10204,0.99556255,3
10205,0.9772422,3
10206,0.9971075,4
10207,0.5017551,3
10208,0.6647536,3
10209,0.9952413,4
10210,0.59790874,4
10211,0.9484367,5
10212,0.86311066,4
10213,0.65922415,2
10214,0.9210934,3
10215,0.8769531,4
10216,0.548076,2
10217,0.77478766,1
10218,0.9919911,3
10219,0.55065894,3
10220,0.9909479,2
10221,0.91587925,2
10222,0.7328743,2
10223,0.88524663,1
10224,0.99387646,3
10225,0.65988463,3
10226,0.82292056,3
10227,0.994109,1
10228,0.9961438,3
10229,0.7797637,1
10230,0.9078976,2
10231,0.8972023,2
10232,0.7242943,4
10233,0.79490644,2
10234,0.9932619,2
10235,0.98226297,5
10236,0.69550467,3
10237,0.9958557,3
10238,0.99427974,1
10239,0.9947792,3
10240,0.9601386,3
10241,0.7877846,1
10242,0.99347305,3
10243,0.99259007,3
10244,0.88607335,3
10245,0.9956916,3
10246,0.99108416,2
10247,0.85596263,3
10248,0.5771263,5
10249,0.91421014,2
10250,0.919371,4
10251,0.6177855,4
10252,0.9053903,1
10253,0.7765305,3
10254,0.59667325,3
10255,0.6503039,3
10256,0.51056504,2
10257,0.99170846,2
10258,0.9953736,4
10259,0.9679565,1
10260,0.92830926,5
10261,0.9806992,2
10262,0.51263434,2
10263,0.98119754,3
10264,0.6241141,2
10265,0.99618167,4
10266,0.99703336,5
10267,0.8315006,3
10268,0.75884914,4
10269,0.918413,5
10270,0.9966956,3
10271,0.9917087,2
10272,0.9889094,3
10273,0.9010906,2
10274,0.60277134,2
10275,0.4829007,2
10276,0.99240947,3
10277,0.94907004,3
10278,0.55511606,4
10279,0.9960687,2
10280,0.9681134,3
10281,0.9956101,1
10282,0.9653605,3
10283,0.8510826,2
10284,0.9949987,3
10285,0.621072,3
10286,0.5639845,2
10287,0.68941396,3
10288,0.5142679,1
10289,0.9494872,3
10290,0.92989564,2
10291,0.9932463,2
10292,0.68982023,3
10293,0.9861008,3
10294,0.59772944,3
10295,0.7057992,6
10296,0.9930085,3
10297,0.5410061,4
10298,0.5535032,4
10299,0.99003404,2
10300,0.80588377,4
10301,0.514234,3
10302,0.68553865,1
10303,0.8077614,1
10304,0.98612255,1
10305,0.53514874,4
10306,0.99724895,3
10307,0.9948023,3
10308,0.9891463,2
10309,0.73676485,4
10310,0.87255037,2
10311,0.61669564,1
10312,0.73737425,2
10313,0.98498654,1
10314,0.6063841,2
10315,0.80561787,2
10316,0.8454423,4
10317,0.5107532,4
10318,0.99417686,3
10319,0.9950271,2
10320,0.8361493,4
10321,0.7720156,3
10322,0.4988235,2
10323,0.51761514,3
10324,0.73767775,3
10325,0.5140093,2
10326,0.9910568,2
10327,0.7894836,1
10328,0.9875508,3
10329,0.997602,4
10330,0.9937859,3
10331,0.9969025,4
10332,0.99358565,3
10333,0.7969311,5
10334,0.5190542,4
10335,0.84600145,4
10336,0.99447286,4
10337,0.568888,3
10338,0.5271316,2
10339,0.99764633,4
10340,0.89444995,3
10341,0.9919283,2
10342,0.67029715,5
10343,0.99257195,1
10344,0.9904165,3
10345,0.8540941,3
10346,0.992628,3
10347,0.99536115,3
10348,0.96755224,3
10349,0.7830082,3
10350,0.99390244,1
10351,0.93793225,3
10352,0.68604726,2
10353,0.5322286,2
10354,0.6397063,2
10355,0.9902255,2
10356,0.9949518,3
10357,0.56071156,1
10358,0.99549264,3
10359,0.51371765,5
10360,0.6007028,3
10361,0.80114996,2
10362,0.90411645,4
10363,0.9724846,3
10364,0.93263006,4
10365,0.9959605,3
10366,0.9931194,3
10367,0.9795066,3
10368,0.7143764,4
10369,0.9076368,2
10370,0.7851507,3
10371,0.9963726,3
10372,0.9967756,2
10373,0.45972142,4
10374,0.52509886,3
10375,0.50746804,4
10376,0.97436804,1
10377,0.66186273,1
10378,0.83592165,5
10379,0.32409513,3
10380,0.9937208,3
10381,0.9606914,4
10382,0.66827416,3
10383,0.68749684,3
10384,0.7017026,3
10385,0.675726,2
10386,0.90911657,1
10387,0.9961388,3
10388,0.9936986,3
10389,0.7044658,4
10390,0.9193857,4
10391,0.5501978,4
10392,0.99611014,3
10393,0.9923676,2
10394,0.5041764,4
10395,0.89026916,1
10396,0.62889355,3
10397,0.99429846,3
10398,0.74148005,3
10399,0.9907793,2
10400,0.8252907,3
10401,0.75947833,2
10402,0.56407267,5
10403,0.95178026,1
10404,0.9832732,3
10405,0.53228366,2
10406,0.9909566,2
10407,0.869589,2
10408,0.9276062,2
10409,0.8688359,3
10410,0.9405432,3
10411,0.94175625,3
10412,0.91314983,2
10413,0.9962311,2
10414,0.99656236,3
10415,0.9667651,2
10416,0.9959406,5
10417,0.99184716,3
10418,0.9053898,3
10419,0.7238303,3
10420,0.9905387,3
10421,0.98529744,2
10422,0.785013,2
10423,0.72923756,3
10424,0.47473493,4
10425,0.855129,2
10426,0.9936475,3
10427,0.9951268,4
10428,0.9956582,3
10429,0.9976504,2
10430,0.6416294,2
10431,0.99087983,1
10432,0.99227554,3
10433,0.9903553,2
10434,0.9931901,2
10435,0.9890414,2
10436,0.9959111,3
10437,0.9860458,4
10438,0.8769687,4
10439,0.9903347,3
10440,0.9941493,3
10441,0.79128474,3
10442,0.7091588,2
10443,0.9760495,3
10444,0.9918244,2
10445,0.9927534,2
10446,0.94633424,2
10447,0.9925241,1
10448,0.9963625,4
10449,0.66294664,3
10450,0.9969721,4
10451,0.72228307,2
10452,0.99463356,3
10453,0.98953307,4
10454,0.94017166,4
10455,0.99042535,2
10456,0.77378076,3
10457,0.99419194,3
10458,0.47660634,3
10459,0.8993511,3
10460,0.9404867,3
10461,0.98756516,2
10462,0.5441769,3
10463,0.99413145,2
10464,0.982175,2
10465,0.994322,2
10466,0.9418819,4
10467,0.9952249,4
10468,0.5840966,3
10469,0.9325027,3
10470,0.99475247,4
10471,0.8548108,6
10472,0.9944243,3
10473,0.9962759,4
10474,0.87943876,1
10475,0.70660734,1
10476,0.9938967,2
10477,0.88672173,3
10478,0.609361,4
10479,0.9768506,4
10480,0.9909784,1
10481,0.81670856,4
10482,0.9945817,2
10483,0.958258,4
10484,0.9471891,2
10485,0.9945226,3
10486,0.99126875,2
10487,0.898228,2
10488,0.73048776,4
10489,0.98031956,3
10490,0.9813855,3
10491,0.6018551,1
10492,0.9511954,4
10493,0.92489654,2
10494,0.9015677,2
10495,0.5662433,3
10496,0.99006623,1
10497,0.53994113,4
10498,0.8906491,4
10499,0.67808765,3
10500,0.64393914,2
10501,0.54517275,3
10502,0.7256362,1
10503,0.550307,3
10504,0.52803034,3
10505,0.6379565,4
10506,0.5858709,3
10507,0.99644554,4
10508,0.552769,5
10509,0.64485544,4
10510,0.5060094,4
10511,0.9949034,4
10512,0.9010029,2
10513,0.7600394,2
10514,0.447142,3
10515,0.97998506,3
10516,0.96104926,3
10517,0.5184609,4
10518,0.9179044,1
10519,0.7399155,2
10520,0.90336645,3
10521,0.9367408,4
10522,0.6052888,3
10523,0.98119444,5
10524,0.9722125,5
10525,0.7729881,3
10526,0.70827746,2
10527,0.62474036,5
10528,0.53748345,4
10529,0.88041836,3
10530,0.96205497,2
10531,0.7659969,2
10532,0.8470355,4
10533,0.9934002,2
10534,0.9949886,3
10535,0.99048483,2
10536,0.9344583,5
10537,0.97158885,2
10538,0.9678528,3
10539,0.99432445,3
10540,0.84091365,4
10541,0.58423966,2
10542,0.99304014,2
10543,0.72953403,4
10544,0.987076,2
10545,0.97432333,4
10546,0.98995316,2
10547,0.8150452,2
10548,0.99392515,3
10549,0.99567044,4
10550,0.9954469,3
10551,0.9952841,1
10552,0.9944093,3
10553,0.9496687,5
10554,0.98935324,2
10555,0.9936698,3
10556,0.9812792,3
10557,0.94504535,2
10558,0.99135184,1
10559,0.52493,4
10560,0.67314214,2
10561,0.9963105,3
10562,0.57948846,3
10563,0.996835,4
10564,0.9910974,2
10565,0.9952562,2
10566,0.620316,4
10567,0.89090526,1
10568,0.99323696,3
10569,0.8288204,3
10570,0.9662791,4
10571,0.76304054,4
10572,0.5952741,3
10573,0.73850113,4
10574,0.9965093,5
10575,0.92094725,3
10576,0.9053106,4
10577,0.9961189,3
10578,0.8031626,4
10579,0.99629843,4
10580,0.86561716,5
10581,0.99626213,5
10582,0.93218756,3
10583,0.9901378,2
10584,0.531324,3
10585,0.5284528,2
10586,0.7454905,1
10587,0.99667364,2
10588,0.98540014,4
10589,0.6063323,3
10590,0.9548821,3
10591,0.745174,3
10592,0.93032384,1
10593,0.97716385,3
10594,0.9925445,3
10595,0.81242955,3
10596,0.82748467,2
10597,0.96428883,3
10598,0.852754,2
10599,0.96119404,3
10600,0.5616836,4
10601,0.992434,3
10602,0.6355317,4
10603,0.8983726,5
10604,0.8169176,4
10605,0.9938149,3
10606,0.98745936,2
10607,0.94248366,4
10608,0.9728704,3
10609,0.8610367,2
10610,0.9964554,3
10611,0.653253,2
10612,0.99199164,1
10613,0.58760446,2
10614,0.71846104,3
10615,0.98959833,2
10616,0.5485029,1
10617,0.99031204,1
10618,0.37850708,2
10619,0.9949964,3
10620,0.9897665,4
10621,0.9933859,2
10622,0.9354025,3
10623,0.9894243,2
10624,0.9490282,3
10625,0.8711426,5
10626,0.6409425,1
10627,0.99684936,4
10628,0.96010584,3
10629,0.8221536,3
10630,0.9947575,3
10631,0.3601227,4
10632,0.9927335,2
10633,0.79319686,4
10634,0.9915768,4
10635,0.99707323,2
10636,0.9784464,2
10637,0.788454,3
10638,0.9269764,4
10639,0.81627786,3
10640,0.9923683,2
10641,0.90183514,1
10642,0.9940355,2
10643,0.9956245,3
10644,0.78494716,3
10645,0.4396356,2
10646,0.889587,2
10647,0.9440788,4
10648,0.9958835,4
10649,0.5314646,6
10650,0.99364483,3
10651,0.5369474,4
10652,0.426469,4
10653,0.9944229,2
10654,0.9818458,2
10655,0.995013,2
10656,0.79368854,2
10657,0.4607322,2
10658,0.7143675,3
10659,0.9915369,2
10660,0.85012984,2
10661,0.9237761,2
10662,0.99705315,5
10663,0.57589245,2
10664,0.9227388,2
10665,0.99548787,3
10666,0.5612169,6
10667,0.40337184,3
10668,0.92593294,2
10669,0.993815,2
10670,0.7526423,3
10671,0.58829385,3
10672,0.72938776,4
10673,0.9942285,2
10674,0.9973844,4
10675,0.6215703,1
10676,0.5801132,4
10677,0.7595975,5
10678,0.95729077,4
10679,0.9431811,4
10680,0.845471,3
10681,0.9912589,2
10682,0.9905082,2
10683,0.9701694,4
10684,0.9921235,3
10685,0.99479353,3
10686,0.9934065,2
10687,0.60876167,5
10688,0.95073587,2
10689,0.9941736,3
10690,0.63880134,2
10691,0.8974544,2
10692,0.61795026,3
10693,0.8324976,3
10694,0.9557134,3
10695,0.99502474,4
10696,0.9971182,5
10697,0.8950477,4
10698,0.8886776,2
10699,0.9918778,3
10700,0.99565196,3
10701,0.9881126,1
10702,0.67832786,2
10703,0.8863398,3
10704,0.836862,3
10705,0.6066158,3
10706,0.99594074,1
10707,0.6351053,2
10708,0.9979841,5
10709,0.96214706,4
10710,0.993309,3
10711,0.99276286,2
10712,0.7218922,5
10713,0.98997307,2
10714,0.9893637,2
10715,0.71312046,5
10716,0.9517147,1
10717,0.81525457,5
10718,0.99260366,4
10719,0.98964995,3
10720,0.8898962,2
10721,0.9891956,3
10722,0.9962622,1
10723,0.7275672,4
10724,0.43546933,4
10725,0.95349866,3
10726,0.8366859,4
10727,0.6171779,2
10728,0.9923509,3
10729,0.7133797,3
10730,0.9955893,3
10731,0.5981919,2
10732,0.9666164,3
10733,0.8374813,3
10734,0.9957351,4
10735,0.9952124,3
10736,0.8759184,3
10737,0.57603306,1
10738,0.9958403,4
10739,0.959922,5
10740,0.65393,2
10741,0.9455398,4
10742,0.6288817,3
10743,0.9954447,4
10744,0.9952191,4
10745,0.9895956,1
10746,0.99426836,2
10747,0.82992226,2
10748,0.93043566,5
10749,0.93589544,4
10750,0.99251276,2
10751,0.99223375,3
10752,0.99638975,4
10753,0.99570286,4
10754,0.9958865,3
10755,0.6458617,2
10756,0.99402964,2
10757,0.9956066,3
10758,0.6744038,3
10759,0.9813952,4
10760,0.91322744,4
10761,0.71941555,3
10762,0.81392187,3
10763,0.9578803,6
10764,0.6449047,2
10765,0.5000324,3
10766,0.79636264,4
10767,0.8043335,4
10768,0.9912134,2
10769,0.9823923,4
10770,0.66232336,2
10771,0.99464625,2
10772,0.9951512,2
10773,0.36172763,1
10774,0.81240404,3
10775,0.80996007,3
10776,0.9505624,2
10777,0.7346853,3
10778,0.95619714,2
10779,0.91581345,1
10780,0.9395319,2
10781,0.81722677,3
10782,0.85640967,3
10783,0.55818826,2
10784,0.54338497,4
10785,0.9660251,4
10786,0.7153687,2
10787,0.992179,2
10788,0.9956738,2
10789,0.7469108,5
10790,0.8363091,4
10791,0.5108324,4
10792,0.64653236,3
10793,0.9936686,2
10794,0.8025177,2
10795,0.96723896,4
10796,0.63324624,2
10797,0.9944716,3
10798,0.9344956,2
10799,0.4841668,4
10800,0.88773143,4
10801,0.9902567,3
10802,0.7391335,2
10803,0.81531245,4
10804,0.99468476,4
10805,0.4994521,2
10806,0.9599579,5
10807,0.98963594,2
10808,0.99303234,2
10809,0.99049497,3
10810,0.9898683,2
10811,0.9906975,2
10812,0.99226683,3
10813,0.638837,3
10814,0.5459941,3
10815,0.9961119,4
10816,0.50193024,3
10817,0.86412215,2
10818,0.48686883,5
10819,0.9950526,3
10820,0.99300236,3
10821,0.87146527,5
10822,0.9960402,4
10823,0.9897471,1
10824,0.76496667,2
10825,0.9894561,2
10826,0.98600566,3
10827,0.5754358,3
10828,0.4581507,3
10829,0.61007905,4
10830,0.993045,4
10831,0.9946329,3
10832,0.99567205,4
10833,0.655793,3
10834,0.55436313,2
10835,0.94695455,2
10836,0.995339,3
10837,0.99479765,2
10838,0.9959134,3
10839,0.63586175,2
10840,0.5089763,5
10841,0.9389682,3
10842,0.62678516,4
10843,0.9951599,3
10844,0.99419814,2
10845,0.9230205,4
10846,0.99401325,3
10847,0.9696295,4
10848,0.9806663,3
10849,0.60363,3
10850,0.59713876,6
10851,0.4725624,3
10852,0.99167174,2
10853,0.9010513,3
10854,0.993264,2
10855,0.89097255,3
10856,0.8223006,4
10857,0.9933238,2
10858,0.7251929,2
10859,0.9948213,4
10860,0.83991015,4
10861,0.634829,3
10862,0.9948618,4
10863,0.9886797,2
10864,0.99364495,3
10865,0.8711588,4
10866,0.9921651,3
10867,0.66574734,2
10868,0.8572429,2
10869,0.5238594,2
10870,0.6696691,3
10871,0.9337091,4
10872,0.995258,3
10873,0.99158716,2
10874,0.63748497,4
10875,0.99333227,3
10876,0.93400264,3
10877,0.9168421,2
10878,0.7087261,2
10879,0.82553226,2
10880,0.8743048,2
10881,0.991434,4
10882,0.94838965,4
10883,0.9808913,3
10884,0.53973657,3
10885,0.52394336,3
10886,0.8928277,4
10887,0.5329641,3
10888,0.73091155,4
10889,0.63933307,2
10890,0.71633667,2
10891,0.9916523,2
10892,0.978315,2
10893,0.55633867,4
10894,0.9941041,2
10895,0.9208924,4
10896,0.72639537,3
10897,0.98093,1
10898,0.7974493,3
10899,0.67482966,3
10900,0.8016911,3
10901,0.9805211,2
10902,0.89477086,2
10903,0.541763,3
10904,0.8807989,4
10905,0.99291945,3
10906,0.8193544,4
10907,0.6041165,3
10908,0.9132854,3
10909,0.7358879,3
10910,0.9942004,3
10911,0.9932555,2
10912,0.98066807,1
10913,0.77950746,3
10914,0.5636491,3
10915,0.9881738,3
10916,0.8327561,3
10917,0.7455055,2
10918,0.69989383,2
10919,0.992527,2
10920,0.7473542,4
10921,0.9821339,1
10922,0.62183666,3
10923,0.9941158,2
10924,0.9963365,2
10925,0.9483277,3
10926,0.45212078,2
10927,0.98938656,1
10928,0.37018436,2
10929,0.51556545,2
10930,0.70384437,3
10931,0.707269,4
10932,0.81868875,3
10933,0.99240416,2
10934,0.77388453,3
10935,0.66545194,4
10936,0.9928503,2
10937,0.5015366,3
10938,0.93506104,2
10939,0.9971955,2
10940,0.5173427,2
10941,0.9934849,2
10942,0.7977351,1
10943,0.9657843,3
10944,0.76001394,2
10945,0.88742155,4
10946,0.9456164,3
10947,0.992374,3
10948,0.9936123,1
10949,0.8150027,2
10950,0.40087074,3
10951,0.81837803,3
10952,0.70812553,2
10953,0.56768703,3
10954,0.756569,5
10955,0.65117383,2
10956,0.9963792,4
10957,0.9955278,3
10958,0.91066843,2
10959,0.96515995,2
10960,0.47505358,3
10961,0.6270433,6
10962,0.6518759,1
10963,0.99134403,1
10964,0.6655007,3
10965,0.96364814,4
10966,0.9921683,2
10967,0.99273694,2
10968,0.9899113,6
10969,0.9941059,3
10970,0.9653362,4
10971,0.9918573,4
10972,0.8466957,4
10973,0.93604726,1
10974,0.62565917,1
10975,0.7930231,2
10976,0.99484754,4
10977,0.71838367,3
10978,0.9899637,2
10979,0.9956965,3
10980,0.7654442,3
10981,0.5423535,3
10982,0.6920856,6
10983,0.9965103,4
10984,0.99703777,5
10985,0.99702954,4
10986,0.8798046,3
10987,0.92961603,2
10988,0.94086546,4
10989,0.89554226,2
10990,0.9943979,3
10991,0.9395415,4
10992,0.5056129,4
10993,0.7671289,3
10994,0.97064465,5
10995,0.87150687,2
10996,0.6434284,3
10997,0.5060494,4
10998,0.99588305,4
10999,0.56775033,4
11000,0.76413256,3
11001,0.49417984,4
11002,0.38661525,3
11003,0.98100364,3
11004,0.8393924,4
11005,0.51298857,2
11006,0.8141864,3
11007,0.99412024,1
11008,0.50122094,3
11009,0.72676736,3
11010,0.88386875,3
11011,0.9321131,1
11012,0.9494482,3
11013,0.65079534,3
11014,0.8252816,3
11015,0.99177116,2
11016,0.51206017,3
11017,0.93928474,4
11018,0.99197197,2
11019,0.9444265,4
11020,0.860135,3
11021,0.94479567,3
11022,0.99555194,4
11023,0.9920114,2
11024,0.7227475,3
11025,0.9517482,2
11026,0.9926714,3
11027,0.9947244,3
11028,0.884085,3
11029,0.7601263,3
11030,0.7987183,3
11031,0.66266054,3
11032,0.98322445,4
11033,0.9901401,2
11034,0.9498585,1
11035,0.97779363,4
11036,0.9068899,2
11037,0.57191825,3
11038,0.6489093,4
11039,0.9101216,3
11040,0.9967012,5
11041,0.7503695,2
11042,0.8889034,3
11043,0.9946757,3
11044,0.99471545,3
11045,0.9249917,3
11046,0.9932068,2
11047,0.9339916,4
11048,0.42784518,3
11049,0.9927319,2
11050,0.9929729,2
11051,0.99516,4
11052,0.8988695,3
11053,0.99509645,4
11054,0.994783,2
11055,0.99565405,3
11056,0.9430908,3
11057,0.7021233,3
11058,0.94804704,4
11059,0.99420595,3
11060,0.9929244,2
11061,0.920114,4
11062,0.9332615,3
11063,0.9898674,3
11064,0.85915613,4
11065,0.9934226,3
11066,0.97330356,3
11067,0.9877595,3
11068,0.659435,3
11069,0.99482113,3
11070,0.9429874,2
11071,0.5164876,5
11072,0.8838122,4
11073,0.99495006,3
11074,0.56228226,2
11075,0.8025572,3
11076,0.60539305,4
11077,0.78329855,1
11078,0.81149954,2
11079,0.9186182,3
11080,0.99630445,4
11081,0.9959758,3
11082,0.9923078,2
11083,0.9930226,3
11084,0.7580884,3
11085,0.7853975,4
11086,0.9340842,3
11087,0.99628085,4
11088,0.9946499,2
11089,0.99428374,3
11090,0.9958915,3
11091,0.99666375,3
11092,0.9834463,4
11093,0.9908912,3
11094,0.9844557,3
11095,0.9308291,4
11096,0.54054576,3
11097,0.8534988,4
11098,0.989971,2
11099,0.86553067,6
11100,0.60139585,4
11101,0.9333893,3
11102,0.9960878,3
11103,0.55881685,4
11104,0.54394156,5
11105,0.55506766,2
11106,0.5097668,2
11107,0.5619572,2
11108,0.99103856,2
11109,0.4927899,3
11110,0.99554515,4
11111,0.9948376,3
11112,0.79889584,3
11113,0.96581393,4
11114,0.99625075,4
11115,0.9917129,3
11116,0.9220655,4
11117,0.9418658,1
11118,0.5314184,3
11119,0.7534676,3
11120,0.5140474,3
11121,0.92798644,3
11122,0.99574625,4
11123,0.8229586,3
11124,0.82871866,3
11125,0.9900164,3
11126,0.88811797,2
11127,0.99352384,4
11128,0.9940988,3
11129,0.9959601,2
11130,0.825935,1
11131,0.66108054,3
11132,0.7823778,4
11133,0.9952321,4
11134,0.86792326,4
11135,0.97247696,2
11136,0.9780608,4
11137,0.6000112,4
11138,0.8866596,2
11139,0.99625313,4
11140,0.9894139,2
11141,0.99449706,3
11142,0.89442074,2
11143,0.87645715,3
11144,0.58767587,3
11145,0.9941237,3
11146,0.989594,2
11147,0.792693,1
11148,0.9947363,4
11149,0.9309732,1
11150,0.9916434,2
11151,0.67528534,3
11152,0.94496804,2
11153,0.71673757,2
11154,0.8516147,4
11155,0.70551336,2
11156,0.92154443,1
11157,0.50931764,1
11158,0.99503523,2
11159,0.5885694,4
11160,0.92876333,4
11161,0.9909151,2
